Time,BAC,BDT,CLIFTON_COURT,FRK_FRANKSTRACT,GLCGS,GLE,MDM,MHO,MSD,MTB,OLD,ORCCF,PPT,RINDG,SJG,UNI,VIC,VNI,WDCUT
01Jan1990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
02Jan1990,0.171,0.028,0.057,0.016,0.164,0.282,0.162,10.987,0.181,1.004,0.519,0.214,0.054,0.197,0.314,0.490,0.223,0.192,0.146
03Jan1990,0.349,0.101,0.324,0.068,0.634,0.976,0.527,23.392,0.979,2.869,1.752,0.663,0.172,0.529,0.809,0.887,0.602,0.927,0.466
04Jan1990,0.410,0.245,0.634,0.148,1.225,1.531,0.808,27.451,1.530,3.672,2.991,0.906,0.340,0.854,1.198,1.851,0.952,1.733,0.579
05Jan1990,0.529,0.508,0.871,0.248,1.628,2.232,0.894,26.743,1.449,3.352,3.824,1.138,0.532,1.406,1.448,1.993,1.048,2.368,0.663
06Jan1990,0.654,0.940,1.036,0.356,2.120,2.294,0.925,26.237,1.279,3.066,4.323,1.383,0.721,2.315,1.521,1.869,1.139,2.759,0.728
07Jan1990,0.754,1.449,1.123,0.453,2.151,2.113,0.979,23.770,0.808,2.621,3.425,1.411,0.861,3.264,1.426,1.595,1.170,3.004,0.817
08Jan1990,0.841,1.922,1.199,0.529,1.865,1.751,1.057,21.486,0.781,2.199,2.945,1.407,0.954,4.070,1.322,1.094,1.225,2.937,0.905
09Jan1990,0.913,2.177,1.296,0.597,1.705,1.397,1.207,21.367,1.125,2.265,2.594,1.469,1.051,4.686,1.438,1.460,1.324,2.991,0.991
10Jan1990,0.977,2.345,1.365,0.664,1.482,1.745,1.404,21.342,0.745,2.374,2.155,1.493,1.140,4.804,1.544,1.490,1.479,2.978,1.058
11Jan1990,1.040,2.419,1.454,0.730,1.682,1.702,1.588,20.974,0.555,2.483,2.393,1.594,1.199,4.902,1.630,1.195,1.656,2.791,1.132
12Jan1990,1.110,2.444,1.556,0.788,1.763,1.425,1.761,20.659,0.454,2.616,2.157,1.746,1.175,4.556,1.721,1.188,1.828,2.823,1.215
13Jan1990,1.217,2.485,1.676,0.840,1.757,1.458,1.994,23.504,0.195,3.107,2.062,1.935,1.187,4.845,1.904,1.073,2.060,2.976,1.331
14Jan1990,1.354,2.528,1.862,0.906,1.906,1.407,2.284,31.017,0.184,4.616,2.401,2.178,1.300,5.429,2.518,0.855,2.455,3.266,1.565
15Jan1990,1.464,2.452,2.135,0.990,2.072,1.210,2.611,37.145,0.895,6.404,3.083,2.474,1.488,5.915,3.305,0.889,2.842,3.800,1.739
16Jan1990,1.545,2.489,2.412,1.095,2.053,1.579,2.957,40.961,0.793,7.459,3.001,2.673,1.658,6.658,3.948,1.732,3.191,4.367,1.777
17Jan1990,1.667,2.365,2.640,1.215,2.281,2.014,3.232,45.014,0.255,9.152,3.331,2.868,1.863,7.671,4.919,1.016,3.667,4.861,1.865
18Jan1990,1.749,2.270,2.872,1.337,2.700,1.296,3.413,45.581,0.853,9.658,3.910,3.095,2.021,8.844,5.502,0.889,3.680,5.372,1.925
19Jan1990,1.824,2.482,3.006,1.442,2.123,1.503,3.296,40.152,1.170,7.806,3.284,2.859,2.098,9.993,5.698,1.606,3.642,5.586,1.912
20Jan1990,1.908,3.079,3.070,1.529,2.096,1.960,3.273,33.262,1.145,5.968,3.061,2.777,2.115,10.021,5.484,1.556,3.593,5.525,1.981
21Jan1990,1.980,3.813,3.110,1.595,2.393,1.918,3.319,28.763,1.211,5.151,3.194,2.872,2.079,9.927,5.119,1.703,3.519,5.445,2.066
22Jan1990,2.054,4.366,3.140,1.641,2.504,1.998,3.369,25.149,0.952,4.652,3.016,2.907,2.039,9.422,4.824,1.628,3.551,5.193,2.132
23Jan1990,2.067,4.577,3.181,1.674,2.310,1.874,3.449,23.567,0.769,4.638,2.949,2.933,2.067,11.641,4.835,1.417,3.606,5.083,2.183
24Jan1990,2.077,4.970,3.209,1.713,2.409,1.673,3.534,23.626,0.656,4.655,2.782,2.962,2.560,11.785,4.764,1.270,3.686,4.717,2.186
25Jan1990,2.159,5.105,3.235,1.780,2.276,1.557,3.607,24.144,0.436,4.768,2.458,2.993,2.556,11.452,4.850,1.141,3.773,5.711,2.219
26Jan1990,2.249,5.329,3.276,1.835,2.279,1.394,3.704,23.388,0.370,4.823,2.391,3.034,2.488,11.473,4.789,0.905,3.835,6.275,2.309
27Jan1990,2.325,5.208,3.345,1.876,2.133,1.335,3.822,25.355,0.507,5.126,2.211,3.111,2.569,11.223,5.139,1.033,3.928,5.555,2.423
28Jan1990,2.334,5.099,3.449,1.911,2.031,1.238,3.966,24.779,0.690,5.236,2.491,3.202,2.502,10.967,5.269,1.033,4.024,4.748,2.469
29Jan1990,2.309,5.395,3.533,1.936,2.171,1.335,4.119,24.205,0.679,5.212,2.234,3.299,2.369,10.852,5.195,1.260,4.162,4.342,2.472
30Jan1990,2.284,5.835,3.591,1.951,2.188,1.508,4.261,23.795,0.309,5.290,2.010,3.380,2.236,11.028,5.063,1.249,4.311,4.186,2.450
31Jan1990,2.283,6.077,3.656,1.963,2.213,1.363,4.333,25.759,0.166,5.733,1.893,3.376,2.256,11.668,5.327,0.941,4.520,4.108,2.477
01Feb1990,2.410,6.189,3.780,1.985,2.506,1.519,4.552,38.359,0.173,8.136,2.168,3.762,2.299,12.701,5.867,1.370,4.995,4.172,2.603
02Feb1990,2.570,5.831,4.091,2.032,2.930,2.402,4.896,57.854,0.443,13.275,3.537,4.246,2.513,13.668,6.826,1.109,5.399,4.545,2.865
03Feb1990,2.613,6.088,4.392,2.101,3.598,2.458,4.960,72.575,0.478,15.604,4.732,4.528,2.508,13.693,7.189,1.715,5.485,5.155,2.831
04Feb1990,2.720,6.787,4.608,2.173,3.933,3.046,5.029,76.897,1.028,17.254,5.069,4.548,2.647,15.617,7.300,1.567,5.892,5.534,2.933
05Feb1990,2.873,6.927,4.873,2.260,4.409,4.191,5.211,83.217,2.135,21.701,6.016,4.883,2.881,15.833,8.124,2.685,6.119,6.105,3.081
06Feb1990,3.008,7.385,5.066,2.363,4.994,4.879,5.438,87.205,0.923,24.012,5.960,5.163,3.060,16.392,8.580,3.025,6.297,6.746,3.173
07Feb1990,3.172,6.897,5.264,2.475,5.660,4.986,5.789,91.508,0.891,32.041,6.874,5.519,3.409,17.335,9.807,1.496,6.703,7.328,3.405
08Feb1990,3.294,6.955,5.538,2.606,5.909,3.857,6.100,93.997,1.386,36.164,7.097,5.713,3.631,17.662,10.397,2.378,6.963,7.925,3.549
09Feb1990,3.413,6.978,5.751,2.738,5.099,4.373,6.309,95.516,1.192,39.923,6.450,5.746,3.841,18.338,10.980,2.224,7.182,8.134,3.663
10Feb1990,3.546,6.431,5.957,2.863,5.440,4.034,6.507,96.488,1.196,44.180,7.120,5.916,4.062,18.812,11.587,2.173,7.440,8.141,3.816
11Feb1990,3.627,6.376,6.144,2.982,5.289,3.822,6.706,96.885,1.113,43.935,7.232,5.994,4.111,18.637,11.642,2.127,7.537,8.164,3.912
12Feb1990,3.695,6.970,6.244,3.081,5.178,3.587,6.865,96.703,1.144,40.646,7.095,6.012,4.054,19.421,11.430,2.007,7.662,8.069,3.948
13Feb1990,3.787,6.980,6.369,3.161,4.955,3.620,7.037,96.670,1.251,42.232,7.161,6.158,4.136,20.114,11.806,2.163,7.998,7.918,4.057
14Feb1990,3.861,6.257,6.524,3.236,4.864,3.848,7.268,97.061,0.919,47.280,7.650,6.354,4.287,20.701,12.493,2.166,8.613,7.834,4.189
15Feb1990,3.893,5.942,6.658,3.308,5.101,3.549,7.495,97.190,0.687,46.192,8.265,6.537,4.168,20.460,12.446,1.730,8.121,7.696,4.189
16Feb1990,3.955,8.900,6.705,3.358,5.490,3.411,7.258,93.802,0.655,30.305,6.961,6.421,3.791,21.147,11.207,2.023,8.006,8.045,4.073
17Feb1990,4.220,9.280,6.819,3.417,5.377,4.861,7.854,95.585,0.547,41.550,5.986,6.471,4.031,25.085,12.743,2.101,9.915,8.472,4.372
18Feb1990,4.454,8.786,7.255,3.515,6.272,5.989,8.892,98.912,1.401,64.049,8.084,7.267,4.506,26.868,15.232,2.168,13.549,10.212,4.776
19Feb1990,4.638,7.114,8.031,3.655,7.233,6.896,9.691,99.690,2.187,84.273,9.477,8.600,5.163,27.790,17.683,3.528,16.157,11.652,4.999
20Feb1990,4.878,4.971,8.931,3.847,8.327,7.653,10.563,99.896,2.023,93.098,10.723,9.633,5.937,29.729,19.104,3.695,17.355,12.700,5.199
21Feb1990,5.110,4.509,9.740,4.087,9.047,7.165,11.317,99.961,1.812,92.675,11.572,10.081,6.411,31.442,19.113,3.398,17.226,13.615,5.290
22Feb1990,5.348,3.876,10.242,4.325,8.981,6.025,11.493,99.982,1.697,87.032,9.872,9.997,6.744,31.606,17.909,2.769,15.502,13.220,5.486
23Feb1990,5.510,3.243,10.423,4.535,7.884,4.637,11.397,99.972,1.730,76.224,9.055,9.513,6.880,30.328,15.441,2.549,13.674,12.276,5.679
24Feb1990,5.681,2.954,10.364,4.727,6.790,4.273,11.299,99.718,1.696,68.229,8.491,9.198,6.880,29.967,13.875,2.638,12.801,11.612,5.864
25Feb1990,5.808,2.988,10.256,4.887,6.489,4.199,11.423,99.109,1.661,61.021,8.381,9.108,6.684,29.646,13.467,2.527,12.598,11.022,6.040
26Feb1990,5.864,3.213,10.188,4.997,6.584,4.072,11.601,98.598,1.626,55.846,8.245,9.226,6.415,30.006,13.618,2.546,12.742,10.212,6.157
27Feb1990,5.857,3.476,10.192,5.058,6.224,4.079,11.704,98.233,1.485,52.786,8.227,9.281,6.207,29.924,13.818,2.451,12.831,9.340,6.201
28Feb1990,5.805,3.747,10.219,5.088,6.395,3.854,11.733,97.805,1.334,51.006,8.171,9.336,6.010,29.655,13.905,2.301,13.033,8.589,6.174
01Mar1990,5.733,4.499,10.202,5.096,6.063,3.533,11.584,97.238,1.319,45.748,7.750,9.256,5.763,29.275,14.191,2.187,12.743,8.153,6.073
02Mar1990,5.663,5.525,10.074,5.084,6.214,3.401,11.333,95.853,1.174,38.990,6.480,8.808,5.551,29.265,14.646,2.209,12.210,7.815,5.984
03Mar1990,5.664,5.883,9.924,5.066,5.490,3.357,11.030,94.144,0.491,36.325,5.434,8.293,5.411,29.855,14.831,1.754,12.113,7.515,5.983
04Mar1990,5.708,5.620,9.845,5.063,5.440,2.918,10.770,92.551,1.686,32.932,6.121,8.181,5.271,29.820,15.060,1.263,11.863,7.140,5.873
05Mar1990,5.754,4.594,9.767,5.071,5.104,3.270,10.564,89.305,1.113,32.558,5.437,7.647,5.271,29.881,14.576,3.217,11.841,7.089,6.066
06Mar1990,5.913,2.703,9.853,5.098,5.462,3.535,10.709,83.882,2.275,36.691,8.008,8.673,5.353,28.202,12.398,1.377,11.742,6.994,6.193
07Mar1990,6.027,3.159,10.075,5.148,6.439,3.918,10.737,81.847,2.691,31.990,8.567,8.947,5.299,27.498,11.786,4.425,11.553,7.547,6.343
08Mar1990,5.935,3.687,10.148,5.181,5.344,4.516,10.785,74.049,1.677,34.712,8.288,8.935,5.381,28.262,9.908,2.934,11.536,7.794,6.347
09Mar1990,5.834,3.514,10.063,5.187,5.925,3.425,10.777,74.311,1.530,37.033,8.457,8.809,5.359,27.412,8.382,2.223,11.491,7.351,6.238
10Mar1990,5.690,2.863,9.900,5.168,5.349,3.063,10.558,72.492,0.680,36.676,6.751,8.580,5.162,26.600,7.938,2.021,11.555,7.069,6.091
11Mar1990,5.583,2.405,9.759,5.121,4.663,2.120,10.360,66.758,0.934,38.366,6.344,8.122,5.086,26.982,7.249,1.137,11.509,6.664,5.957
12Mar1990,5.566,1.500,9.741,5.076,3.704,2.583,10.354,61.575,1.137,43.008,6.339,7.985,5.125,26.620,6.140,1.948,11.517,6.152,5.993
13Mar1990,5.573,1.782,9.732,5.040,3.960,2.772,10.343,59.702,1.145,47.958,7.348,8.105,5.150,25.793,4.909,1.780,11.701,5.932,5.995
14Mar1990,5.499,1.845,9.703,5.007,4.287,2.724,10.307,65.830,1.097,47.216,7.668,8.474,4.968,25.185,4.382,1.916,11.325,6.084,5.912
15Mar1990,5.441,1.945,9.638,4.978,4.123,2.661,10.224,70.900,1.290,44.340,7.107,8.284,4.804,24.662,4.292,1.875,11.069,6.238,5.819
16Mar1990,5.379,2.137,9.564,4.960,4.202,2.876,10.065,77.040,1.393,38.515,6.614,7.949,4.656,24.641,4.674,2.235,10.998,6.507,5.678
17Mar1990,5.349,2.375,9.485,4.956,4.363,3.024,9.832,79.587,1.379,33.778,6.249,7.711,4.602,24.727,5.022,2.178,10.809,6.836,5.594
18Mar1990,5.358,2.562,9.410,4.963,4.361,3.097,9.633,80.683,1.408,29.488,6.119,7.381,4.637,25.004,5.344,2.213,10.547,7.183,5.612
19Mar1990,5.395,2.549,9.348,4.975,4.082,3.190,9.392,81.044,1.267,27.953,6.185,7.265,4.711,24.668,5.409,2.174,10.359,7.457,5.656
20Mar1990,5.446,2.357,9.277,4.990,4.229,3.131,9.292,81.091,1.335,28.280,6.687,7.390,4.788,24.267,5.283,2.028,10.166,7.652,5.695
21Mar1990,5.489,2.483,9.236,5.014,4.641,3.235,9.280,82.594,1.560,26.327,7.200,7.528,4.804,23.393,5.550,2.337,9.955,7.970,5.713
22Mar1990,5.520,2.829,9.180,5.044,5.037,3.385,9.182,83.285,1.505,24.100,6.975,7.689,4.845,23.345,6.089,2.513,9.818,8.282,5.736
23Mar1990,5.567,2.990,9.132,5.074,4.844,3.335,9.180,82.001,1.461,25.766,6.849,7.886,4.993,23.791,6.396,2.320,9.802,8.438,5.822
24Mar1990,5.598,3.081,9.122,5.100,5.039,3.288,9.235,81.180,1.471,26.171,7.470,8.101,5.025,23.324,6.736,2.356,9.707,8.369,5.886
25Mar1990,5.590,3.229,9.078,5.117,5.183,3.256,9.171,81.032,1.362,26.015,7.167,8.110,5.043,23.509,7.189,2.310,9.699,8.328,5.917
26Mar1990,5.612,3.331,9.049,5.127,5.055,3.203,9.116,80.142,1.443,27.190,7.313,8.034,5.131,23.349,7.546,2.229,9.884,8.160,5.952
27Mar1990,5.616,3.651,9.052,5.136,5.321,3.261,9.149,80.539,1.587,25.631,7.664,8.032,5.071,22.540,8.079,2.446,9.830,7.975,5.950
28Mar1990,5.608,4.381,9.021,5.139,5.497,3.326,9.001,79.483,1.598,22.367,7.086,7.858,5.053,22.820,8.767,2.535,9.735,7.973,5.933
29Mar1990,5.635,4.875,8.989,5.141,5.678,3.483,8.876,76.373,1.547,21.890,6.472,7.512,5.113,23.101,9.357,2.510,9.646,7.855,5.953
30Mar1990,5.668,5.241,8.966,5.142,5.545,3.497,8.763,74.361,1.497,21.635,6.396,7.501,5.147,23.573,9.867,2.468,9.576,7.698,5.975
31Mar1990,5.703,5.543,8.946,5.141,5.655,3.554,8.714,74.210,1.601,21.413,6.438,7.417,5.162,23.982,10.367,2.463,9.518,7.531,6.011
01Apr1990,5.679,6.023,8.928,5.137,5.532,3.491,8.627,72.851,1.769,19.639,6.339,7.332,5.146,24.067,10.773,2.527,9.210,7.407,5.988
02Apr1990,5.679,6.357,8.859,5.129,5.329,3.366,8.551,69.312,1.894,17.678,6.292,7.137,5.117,24.319,11.113,2.595,9.110,7.176,5.929
03Apr1990,5.657,6.585,8.852,5.117,5.044,3.437,8.562,67.837,2.112,16.062,6.745,7.304,4.977,23.442,11.568,2.845,9.020,6.961,5.885
04Apr1990,5.573,7.746,8.820,5.091,5.436,3.545,8.593,62.187,2.213,12.845,6.861,7.428,4.738,23.225,11.895,3.100,8.910,6.968,5.823
05Apr1990,5.497,8.763,8.771,5.057,5.266,3.816,8.516,45.865,2.164,10.915,6.444,7.507,4.703,23.291,12.312,3.118,8.925,6.891,5.818
06Apr1990,5.418,9.483,8.664,5.012,5.661,5.025,8.457,38.826,1.786,10.455,6.541,7.706,4.655,23.502,12.687,2.940,8.831,6.669,5.737
07Apr1990,5.325,9.896,8.543,4.949,6.176,4.680,8.319,36.193,1.345,10.210,6.681,7.592,4.589,23.692,12.969,2.397,8.752,6.322,5.638
08Apr1990,5.246,9.969,8.412,4.875,6.070,4.022,8.251,35.165,1.491,10.018,6.529,7.512,4.536,23.730,13.349,2.094,8.638,5.787,5.558
09Apr1990,5.195,10.373,8.344,4.795,5.504,4.043,8.279,34.853,2.148,9.699,7.017,7.387,4.439,23.210,13.739,2.580,8.657,5.379,5.507
10Apr1990,5.078,11.483,8.341,4.717,5.821,4.585,8.243,34.933,2.408,9.397,7.831,7.373,4.214,22.423,13.862,3.376,8.665,5.325,5.424
11Apr1990,4.963,12.579,8.335,4.646,6.061,5.043,8.137,34.365,2.378,9.465,7.715,7.374,4.079,22.002,14.028,3.514,8.572,5.389,5.293
12Apr1990,4.908,14.088,8.337,4.589,6.289,5.022,7.998,34.721,2.666,9.713,8.054,7.318,4.025,21.868,14.007,3.869,8.485,5.479,5.243
13Apr1990,4.900,15.671,8.365,4.547,6.498,5.180,7.850,35.843,3.117,9.974,8.647,7.281,3.989,21.768,13.957,4.585,8.328,5.540,5.193
14Apr1990,4.890,17.222,8.396,4.514,6.696,5.494,7.644,35.710,3.359,10.109,9.312,7.234,3.922,21.470,13.626,5.641,8.186,5.712,5.155
15Apr1990,4.885,17.727,8.372,4.483,6.879,5.931,7.469,34.422,2.991,10.057,9.469,7.177,3.910,21.711,13.303,6.654,7.945,5.803,5.125
16Apr1990,4.852,17.268,8.230,4.449,6.922,6.530,7.213,35.368,2.345,10.117,9.771,7.108,3.924,22.214,13.335,5.725,7.790,5.601,5.080
17Apr1990,4.765,16.845,8.038,4.404,7.027,6.703,7.020,35.395,2.117,10.149,10.229,7.158,3.922,22.204,13.656,3.669,7.486,5.253,5.050
18Apr1990,4.765,16.961,7.875,4.345,6.798,5.606,6.999,36.595,2.421,10.117,9.759,7.070,3.819,21.756,14.082,3.378,7.433,4.768,4.978
19Apr1990,4.764,17.422,7.837,4.287,6.333,5.188,7.050,37.939,3.011,9.638,9.290,6.945,3.758,21.286,14.466,3.909,7.512,4.964,5.017
20Apr1990,4.647,17.966,7.817,4.232,6.042,5.698,7.266,36.486,2.980,9.053,8.647,6.926,3.743,20.815,14.807,4.301,7.560,5.434,5.006
21Apr1990,4.564,18.596,7.767,4.177,6.280,6.263,7.370,35.354,2.813,8.673,8.928,6.967,3.708,20.772,14.904,4.015,7.721,5.677,4.921
22Apr1990,4.451,19.174,7.702,4.129,6.738,5.822,7.294,34.298,2.723,8.669,8.609,6.968,3.666,20.278,14.884,4.224,7.740,5.887,4.805
23Apr1990,4.303,18.991,7.399,4.079,6.382,5.323,7.100,31.892,1.038,8.857,6.931,6.661,3.611,20.098,15.099,3.299,7.519,5.933,4.618
24Apr1990,4.412,17.952,7.203,4.035,6.183,3.526,7.161,40.770,2.616,9.669,7.580,6.549,3.742,20.065,16.501,1.978,7.717,5.657,4.678
25Apr1990,4.530,16.093,7.431,4.039,5.831,4.435,7.209,41.594,4.279,9.856,8.071,6.705,3.884,19.313,18.114,5.102,7.809,5.955,4.922
26Apr1990,4.587,15.341,7.657,4.078,5.843,5.952,7.300,41.424,3.809,10.092,8.912,6.617,3.975,17.782,18.764,5.346,7.832,6.708,4.984
27Apr1990,4.662,15.927,7.775,4.122,6.787,6.028,7.343,41.944,3.695,10.316,10.214,7.048,4.164,18.229,18.788,5.038,7.848,7.454,5.016
28Apr1990,4.777,16.215,7.909,4.170,7.028,5.922,7.360,43.498,3.832,10.561,10.135,7.235,4.319,18.016,19.030,5.105,7.835,7.438,5.114
29Apr1990,4.939,15.808,8.069,4.217,7.089,5.889,7.248,44.565,3.416,10.637,9.750,7.363,4.524,17.416,19.098,5.030,7.842,7.351,5.308
30Apr1990,5.090,12.403,8.244,4.270,7.089,5.752,7.261,49.299,3.121,11.404,9.524,7.451,4.751,16.825,20.344,4.444,7.854,7.759,5.620
01May1990,5.214,8.480,8.439,4.335,7.384,5.387,7.421,51.230,2.830,11.495,9.640,7.747,4.930,15.728,20.443,4.285,8.073,8.115,5.794
02May1990,5.324,5.527,8.581,4.400,7.289,4.897,7.652,51.546,1.777,11.620,9.279,7.759,5.056,14.827,18.641,3.214,8.213,8.212,5.931
03May1990,5.489,3.784,8.726,4.466,7.067,3.973,7.916,54.855,1.895,12.177,8.609,7.824,5.263,14.096,14.425,2.648,8.527,8.192,6.148
04May1990,5.680,3.014,8.905,4.540,6.954,3.487,8.168,56.286,2.343,12.488,8.295,7.997,5.476,13.501,10.168,2.971,8.901,8.176,6.410
05May1990,5.905,3.226,9.122,4.627,7.079,3.785,8.393,54.752,2.723,12.416,8.424,8.273,5.617,13.213,7.955,3.531,9.298,8.331,6.670
06May1990,6.066,3.665,9.306,4.721,7.244,4.224,8.571,53.640,2.644,12.832,8.541,8.684,5.764,13.176,7.045,3.784,9.532,8.642,6.876
07May1990,6.308,3.820,9.492,4.817,7.301,4.422,8.746,53.188,2.448,13.447,8.421,8.664,6.005,13.126,6.621,3.596,9.866,9.017,7.165
08May1990,6.468,3.671,9.660,4.919,7.809,4.335,8.886,53.192,2.205,13.724,8.396,9.083,6.158,13.071,6.577,3.340,10.048,9.311,7.403
09May1990,6.523,3.617,9.816,5.013,8.337,4.169,8.983,50.069,2.252,13.975,8.475,9.550,6.236,13.093,6.893,3.069,10.095,9.566,7.478
10May1990,6.629,3.417,10.003,5.102,7.927,3.873,9.039,49.565,2.168,14.669,7.940,9.312,6.463,13.005,6.809,3.053,10.097,9.872,7.597
11May1990,6.801,3.259,10.101,5.192,7.974,3.809,9.124,49.787,1.800,15.134,7.508,9.224,6.678,12.811,6.508,2.951,10.216,9.798,7.807
12May1990,6.890,3.021,10.151,5.287,7.959,3.719,9.207,51.670,1.824,15.663,7.338,9.266,6.859,12.500,6.109,2.537,10.235,9.736,7.944
13May1990,6.930,2.902,10.191,5.380,8.127,3.511,9.297,55.674,1.997,15.773,7.415,9.315,6.950,12.258,5.974,2.593,10.205,9.533,7.991
14May1990,6.967,2.935,10.258,5.467,8.284,3.432,9.429,55.771,2.214,15.537,7.469,9.388,6.920,12.113,5.986,2.792,10.259,9.214,7.982
15May1990,7.085,2.952,10.320,5.548,7.736,3.490,9.602,55.559,2.125,16.232,7.047,8.993,7.093,11.794,5.495,2.995,10.402,9.040,8.130
16May1990,7.011,3.093,10.414,5.625,7.319,3.589,9.836,62.643,2.217,16.125,6.878,8.698,7.023,11.430,5.313,2.886,10.410,8.598,8.114
17May1990,7.014,3.312,10.545,5.688,7.401,3.638,10.022,61.422,2.621,15.001,7.357,9.099,6.982,11.119,5.609,3.175,10.461,8.534,7.876
18May1990,6.998,3.477,10.637,5.737,7.493,3.803,10.349,54.492,2.609,13.913,7.469,9.287,7.100,10.930,5.860,3.525,10.645,8.171,7.827
19May1990,6.906,3.672,10.687,5.765,8.077,4.137,10.532,47.039,2.226,12.969,7.290,9.771,6.856,10.912,6.259,3.391,10.730,7.765,7.644
20May1990,6.879,3.749,10.715,5.762,7.963,4.340,10.640,46.112,1.983,12.882,7.117,9.659,6.753,10.883,6.485,3.021,10.976,7.670,7.601
21May1990,6.910,3.524,10.742,5.751,8.091,4.275,10.638,46.867,2.016,12.928,7.005,9.685,6.666,10.705,6.521,2.772,11.124,7.415,7.639
22May1990,6.885,3.573,10.772,5.723,8.496,4.137,10.574,44.746,2.242,13.025,7.105,9.762,6.332,10.668,6.872,2.831,11.190,7.221,7.580
23May1990,6.869,3.567,10.783,5.685,8.633,3.921,10.440,45.855,1.615,13.255,6.552,9.663,6.079,10.658,7.157,2.896,11.152,7.015,7.549
24May1990,6.941,3.496,10.827,5.646,8.388,3.835,10.318,49.758,2.010,13.683,6.364,9.423,6.060,10.523,7.205,2.482,11.060,6.759,7.786
25May1990,7.054,3.263,10.915,5.632,8.473,3.512,10.240,52.575,3.398,14.110,7.222,9.608,5.988,10.280,7.134,2.365,11.002,6.348,7.918
26May1990,7.157,3.461,10.974,5.623,8.552,3.651,10.198,54.705,2.964,14.445,7.524,9.706,5.924,10.092,7.046,4.302,10.975,6.175,8.079
27May1990,7.149,3.693,11.003,5.606,8.580,4.225,10.160,55.650,2.456,14.675,7.333,9.718,5.728,9.989,7.082,3.511,10.806,5.987,8.378
28May1990,7.297,4.383,11.018,5.598,9.052,6.217,10.557,65.489,3.304,21.445,11.917,9.890,5.736,10.157,7.968,4.271,12.112,6.071,8.815
29May1990,7.842,5.351,11.105,5.640,10.313,10.011,11.420,71.891,6.877,39.746,21.296,11.013,6.220,10.331,9.331,8.020,14.721,6.310,9.622
30May1990,8.169,8.739,11.221,5.723,13.216,13.985,12.215,74.161,7.283,58.660,27.632,13.383,6.532,10.640,10.640,9.606,16.058,6.952,10.074
31May1990,8.451,10.060,11.316,5.802,16.249,15.668,13.160,81.107,7.565,73.739,32.717,15.739,7.009,11.305,13.375,9.572,17.897,7.556,10.523
01Jun1990,8.606,10.675,11.512,5.883,17.863,16.944,14.094,94.961,8.872,81.097,40.202,17.170,7.382,12.279,15.852,10.457,18.216,7.447,10.371
02Jun1990,8.341,11.231,11.870,5.947,18.173,16.338,14.165,98.849,7.436,73.452,42.058,17.414,7.327,13.202,16.653,11.296,15.526,7.297,9.884
03Jun1990,8.064,11.770,12.082,5.958,17.021,14.262,14.256,96.545,4.653,40.891,34.090,16.107,7.055,13.714,16.700,8.657,15.401,7.086,9.342
04Jun1990,7.911,11.074,12.272,5.942,15.461,11.253,13.742,93.055,4.476,25.847,26.694,15.017,6.803,14.103,16.736,6.219,15.221,6.973,9.047
05Jun1990,7.784,9.943,12.488,5.914,14.374,8.894,13.126,85.785,4.448,21.081,21.420,14.506,6.494,14.384,16.836,5.944,14.990,6.937,8.861
06Jun1990,7.520,9.770,12.774,5.877,13.051,7.625,12.565,74.459,4.501,19.204,16.430,13.699,6.196,14.626,16.999,5.876,14.222,7.095,8.566
07Jun1990,7.521,9.354,12.959,5.843,12.045,7.384,12.291,66.901,4.583,18.343,14.581,12.850,6.088,14.683,17.002,5.998,13.727,7.328,8.507
08Jun1990,7.641,9.098,13.138,5.831,11.816,7.470,12.131,61.949,5.279,17.701,15.297,12.523,6.044,14.695,16.914,6.259,13.550,7.682,8.606
09Jun1990,7.802,9.302,13.326,5.845,12.078,7.874,12.062,57.106,5.947,17.205,16.896,12.717,6.033,14.727,16.824,7.063,13.583,8.175,8.863
10Jun1990,7.936,9.314,13.497,5.883,12.137,8.346,11.990,54.817,5.490,17.499,17.016,12.817,6.218,14.682,16.548,7.511,13.521,8.743,9.119
11Jun1990,8.009,8.914,13.646,5.937,11.965,8.642,12.016,56.768,4.856,18.258,15.974,12.752,6.483,14.399,16.010,7.060,13.436,9.261,9.337
12Jun1990,8.034,8.936,13.791,6.004,12.317,8.529,12.035,57.775,5.216,18.044,16.510,13.029,6.621,14.158,15.661,6.500,13.362,9.643,9.311
13Jun1990,8.104,8.893,13.931,6.084,12.527,8.323,12.135,57.720,5.525,17.989,17.387,13.253,6.787,14.032,15.480,6.941,13.451,10.079,9.349
14Jun1990,8.085,8.961,14.063,6.168,12.641,8.360,12.232,57.662,5.680,17.830,17.462,13.459,6.940,13.989,15.469,7.251,13.407,10.559,9.290
15Jun1990,8.138,8.949,14.194,6.257,12.449,8.562,12.371,58.332,5.536,17.842,17.149,13.434,7.233,13.856,15.354,7.547,13.548,10.958,9.300
16Jun1990,8.152,9.017,14.327,6.353,12.369,8.696,12.468,55.397,5.653,17.017,17.333,13.562,7.502,13.777,15.232,7.458,13.592,11.218,9.294
17Jun1990,8.081,9.485,14.452,6.447,12.616,8.692,12.474,52.377,5.489,16.392,17.671,13.733,7.510,13.902,15.452,7.544,13.599,11.331,9.115
